epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
164,14423.8,1.03782,0.46317,1.13002,0.95882,0.91327,0.96857,0.66026,1.20241,0.47328,1.4069,0.0083863,0.0083863,0.0083863
165,14510.8,1.02982,0.46083,1.12259,0.96255,0.91023,0.9683,0.6603,1.20231,0.47361,1.40697,0.0083764,0.0083764,0.0083764
166,14597.7,1.02823,0.45861,1.12121,0.96266,0.90987,0.96829,0.66037,1.20187,0.47359,1.40689,0.0083665,0.0083665,0.0083665
167,14684.5,1.03319,0.46194,1.12497,0.96196,0.91099,0.96852,0.66071,1.20123,0.47306,1.40639,0.0083566,0.0083566,0.0083566
168,14772,1.03372,0.46213,1.12851,0.96155,0.91111,0.96849,0.66023,1.20112,0.47326,1.40635,0.0083467,0.0083467,0.0083467
169,14858.7,1.03406,0.46598,1.12653,0.96115,0.91182,0.96893,0.66055,1.20052,0.47317,1.40614,0.0083368,0.0083368,0.0083368
170,14945.4,1.03284,0.46399,1.12509,0.95951,0.91335,0.96857,0.66061,1.20108,0.4733,1.40695,0.0083269,0.0083269,0.0083269
171,15032.1,1.02548,0.45833,1.12302,0.96116,0.91315,0.96887,0.6611,1.19975,0.47256,1.40592,0.008317,0.008317,0.008317
172,15130.6,1.02723,0.46002,1.12291,0.96012,0.91336,0.96855,0.66136,1.19993,0.47255,1.40629,0.0083071,0.0083071,0.0083071
173,15217.3,1.02866,0.4583,1.12339,0.9579,0.91496,0.96895,0.66185,1.20019,0.47184,1.40659,0.0082972,0.0082972,0.0082972
174,15303.9,1.03325,0.4632,1.12801,0.95681,0.91556,0.9691,0.66178,1.20006,0.47188,1.40645,0.0082873,0.0082873,0.0082873
175,15390.5,1.02777,0.45981,1.12054,0.95577,0.91631,0.96888,0.66154,1.20026,0.47182,1.40686,0.0082774,0.0082774,0.0082774
176,15477.2,1.02119,0.45628,1.11553,0.9567,0.91604,0.96913,0.66236,1.20035,0.4713,1.40713,0.0082675,0.0082675,0.0082675
177,15563.8,1.03304,0.46372,1.12031,0.95786,0.91568,0.96909,0.66292,1.20026,0.47094,1.40722,0.0082576,0.0082576,0.0082576
178,15650.4,1.02395,0.45759,1.11578,0.95828,0.91569,0.96917,0.6631,1.19991,0.47089,1.4069,0.0082477,0.0082477,0.0082477
179,15736.9,1.02388,0.45679,1.11734,0.95909,0.91376,0.96888,0.66304,1.19971,0.4704,1.40662,0.0082378,0.0082378,0.0082378
180,15823.4,1.02884,0.45685,1.12128,0.95928,0.91484,0.96917,0.6634,1.19952,0.47002,1.40674,0.0082279,0.0082279,0.0082279
