epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
69,6541.36,1.10915,0.51722,1.1379,0.94872,0.91327,0.9674,0.66377,1.1719,0.52253,1.30436,0.0093268,0.0093268,0.0093268
70,6635.19,1.1156,0.51858,1.14074,0.94733,0.90737,0.96458,0.66116,1.16019,0.52772,1.29889,0.0093169,0.0093169,0.0093169
71,6729.22,1.11191,0.51609,1.14429,0.94702,0.90214,0.96221,0.65823,1.17441,0.52572,1.32431,0.009307,0.009307,0.009307
72,6823.02,1.1126,0.51383,1.14458,0.9558,0.91676,0.9673,0.63961,1.24185,0.53865,1.33687,0.0092971,0.0092971,0.0092971
73,6916.9,1.10214,0.50924,1.14144,0.95407,0.91701,0.97035,0.64933,1.21924,0.51657,1.34827,0.0092872,0.0092872,0.0092872
74,7010.73,1.11952,0.51584,1.14486,0.94333,0.91219,0.96619,0.66289,1.1773,0.52809,1.30743,0.0092773,0.0092773,0.0092773
75,7110.09,1.10336,0.50967,1.14021,0.95141,0.90954,0.96475,0.65499,1.18062,0.53082,1.31571,0.0092674,0.0092674,0.0092674
76,7204.16,1.10313,0.50707,1.13984,0.95856,0.91663,0.9694,0.65309,1.19605,0.51642,1.32363,0.0092575,0.0092575,0.0092575
77,7298.14,1.10533,0.50993,1.13818,0.95528,0.91345,0.96757,0.65193,1.19717,0.51979,1.33236,0.0092476,0.0092476,0.0092476
78,7400.93,1.10578,0.50949,1.1482,0.95477,0.91894,0.97014,0.65729,1.19868,0.50811,1.33782,0.0092377,0.0092377,0.0092377
79,7494.99,1.10598,0.50955,1.1377,0.95975,0.92171,0.97144,0.65542,1.1973,0.50028,1.31628,0.0092278,0.0092278,0.0092278
80,7588.96,1.10485,0.50737,1.13456,0.95558,0.91719,0.96799,0.65888,1.19255,0.52027,1.30964,0.0092179,0.0092179,0.0092179
81,7683.1,1.09749,0.5023,1.13711,0.95581,0.91712,0.96759,0.66083,1.1574,0.50617,1.29918,0.009208,0.009208,0.009208
82,7777.1,1.09352,0.50477,1.13528,0.96212,0.91484,0.96966,0.66371,1.16435,0.50203,1.30306,0.0091981,0.0091981,0.0091981
83,7870.88,1.10438,0.50693,1.14259,0.95447,0.91404,0.96796,0.66092,1.17902,0.50832,1.31805,0.0091882,0.0091882,0.0091882
84,7964.8,1.0925,0.50362,1.1328,0.9509,0.91291,0.9678,0.65979,1.17332,0.50677,1.30999,0.0091783,0.0091783,0.0091783
85,8058.72,1.0932,0.5006,1.12921,0.95588,0.9105,0.96781,0.65962,1.18434,0.51146,1.31166,0.0091684,0.0091684,0.0091684
86,8152.53,1.09522,0.50196,1.13035,0.95565,0.91062,0.96891,0.66145,1.18042,0.50957,1.3045,0.0091585,0.0091585,0.0091585
87,8248.18,1.09255,0.50414,1.13106,0.9533,0.91219,0.96895,0.66447,1.16558,0.50534,1.29337,0.0091486,0.0091486,0.0091486
88,8341.96,1.09748,0.50085,1.13575,0.95191,0.91665,0.96881,0.66203,1.18011,0.50096,1.31007,0.0091387,0.0091387,0.0091387
89,8435.87,1.08644,0.49808,1.12601,0.94994,0.9146,0.96759,0.66577,1.16341,0.49801,1.30935,0.0091288,0.0091288,0.0091288
90,8529.63,1.09209,0.49998,1.13337,0.95455,0.91576,0.96805,0.67057,1.16388,0.505,1.29828,0.0091189,0.0091189,0.0091189
91,8623.28,1.09163,0.50099,1.13109,0.95335,0.91581,0.96935,0.67601,1.1517,0.50201,1.29304,0.009109,0.009109,0.009109
92,8717.12,1.09131,0.50119,1.13085,0.95741,0.91845,0.97178,0.6768,1.15032,0.49197,1.29069,0.0090991,0.0090991,0.0090991
93,8811.05,1.0966,0.50557,1.13955,0.96043,0.91942,0.97261,0.6767,1.1484,0.48897,1.28906,0.0090892,0.0090892,0.0090892
94,8905.1,1.0891,0.5001,1.13201,0.96127,0.9177,0.9728,0.67386,1.15494,0.48824,1.29753,0.0090793,0.0090793,0.0090793
95,8999.12,1.08686,0.50153,1.13004,0.95819,0.92207,0.97297,0.6759,1.14905,0.48648,1.29543,0.0090694,0.0090694,0.0090694
96,9095.61,1.08836,0.49928,1.12637,0.95426,0.92098,0.97153,0.66803,1.16728,0.49093,1.30101,0.0090595,0.0090595,0.0090595
97,9189.53,1.08421,0.49631,1.12529,0.96,0.91616,0.97086,0.66584,1.17183,0.49423,1.30345,0.0090496,0.0090496,0.0090496
98,9283.31,1.08014,0.49356,1.12421,0.96187,0.91255,0.97117,0.66838,1.16742,0.49194,1.29806,0.0090397,0.0090397,0.0090397
99,9377.34,1.08286,0.49392,1.13032,0.95736,0.91669,0.97076,0.66727,1.16774,0.49068,1.30578,0.0090298,0.0090298,0.0090298
100,9471.37,1.08753,0.49659,1.12935,0.96111,0.91364,0.97111,0.66601,1.17486,0.4903,1.31073,0.0090199,0.0090199,0.0090199
101,9565.2,1.07882,0.49155,1.12147,0.95985,0.91424,0.97274,0.67056,1.16486,0.48868,1.29873,0.00901,0.00901,0.00901
102,9659.12,1.08114,0.49472,1.12291,0.95596,0.92031,0.97092,0.66697,1.17465,0.48951,1.30162,0.0090001,0.0090001,0.0090001
103,9753.07,1.07406,0.49351,1.12458,0.95936,0.92121,0.97168,0.66341,1.18505,0.49214,1.30883,0.0089902,0.0089902,0.0089902
104,9846.98,1.07658,0.49133,1.11817,0.95567,0.92186,0.97101,0.66557,1.17484,0.49351,1.30494,0.0089803,0.0089803,0.0089803
