epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
131,36207.4,0.96369,0.45795,1.09403,0.9069,0.85072,0.90361,0.5279,1.52708,0.67648,1.73676,0.008713,0.008713,0.008713
132,36483.2,0.96334,0.46038,1.09793,0.90558,0.85143,0.90336,0.52762,1.52776,0.67753,1.73773,0.0087031,0.0087031,0.0087031
133,36760.1,0.95695,0.45628,1.09232,0.90636,0.85109,0.9033,0.52756,1.52828,0.67811,1.73922,0.0086932,0.0086932,0.0086932
134,37036,0.96149,0.46108,1.0965,0.9054,0.85076,0.90306,0.5277,1.52845,0.67878,1.74021,0.0086833,0.0086833,0.0086833
135,37311.8,0.95466,0.45462,1.09121,0.90731,0.84896,0.9027,0.52761,1.52878,0.67979,1.74123,0.0086734,0.0086734,0.0086734
136,37587.7,0.95844,0.45945,1.09553,0.90679,0.84919,0.90257,0.5278,1.5288,0.68069,1.74165,0.0086635,0.0086635,0.0086635
137,37863.6,0.95332,0.45645,1.08694,0.90583,0.85045,0.90253,0.52773,1.52906,0.68146,1.7423,0.0086536,0.0086536,0.0086536
138,38141,0.95321,0.45725,1.09055,0.90582,0.8504,0.90271,0.52738,1.52939,0.68194,1.74312,0.0086437,0.0086437,0.0086437
139,38416.9,0.95249,0.45743,1.09063,0.90554,0.8499,0.90269,0.52698,1.52986,0.68296,1.74421,0.0086338,0.0086338,0.0086338
140,38692.8,0.95279,0.45638,1.08983,0.90572,0.85052,0.90299,0.52734,1.53042,0.68374,1.7453,0.0086239,0.0086239,0.0086239
141,38968.7,0.94702,0.45373,1.08473,0.90514,0.851,0.90279,0.52718,1.53086,0.68392,1.74634,0.008614,0.008614,0.008614
142,39244.6,0.94492,0.45407,1.08554,0.90265,0.85327,0.90262,0.52723,1.53071,0.6841,1.74674,0.0086041,0.0086041,0.0086041
143,39520.6,0.94198,0.45336,1.08325,0.9003,0.85606,0.90272,0.52773,1.53098,0.68482,1.74758,0.0085942,0.0085942,0.0085942
